userId,itemId,Xmin,Ymin,Xmax,Ymax
809,9021,14,317,261,555
1671,9021,43,324,248,550
519,33665,38,609,59,618
1055,33665,41,609,58,621
128,33665,35,610,62,622
1380,33665,38,607,61,623
410,33665,41,610,60,621
1191,33665,41,613,56,616
1132,33665,42,606,62,620
952,33665,42,610,56,617
191,33665,41,612,58,617
1538,33665,49,608,59,619
200,35470,48,568,155,648
94,35470,57,570,144,638
1674,35470,68,573,140,647
303,7394,59,985,268,1194
1389,7394,49,974,265,1201
306,7394,71,975,266,1205
328,7815,42,198,583,480
1698,7815,8,197,602,479
502,7815,22,199,580,598
504,12466,27,465,213,596
1314,12466,82,477,213,580
391,12466,69,476,133,558
1045,12466,73,481,124,544
1599,12466,73,472,131,559
3,12466,54,481,137,554
839,12466,84,484,198,585
1638,12466,30,473,124,559
563,12466,69,482,218,575
161,32310,29,554,163,652
1468,32310,48,525,165,629
107,32310,41,537,214,651
872,32310,62,536,177,614
656,32310,61,526,201,646
14,11383,182,307,853,808
419,11383,253,420,724,786
952,11383,229,408,403,557
848,11383,191,352,849,807
1281,11383,188,305,851,802
888,11383,125,288,841,805
1061,11383,257,352,833,786
126,11383,203,380,621,741
753,11383,219,301,512,746
570,11383,216,320,704,692
637,11383,198,294,833,805
688,11383,416,563,624,698
916,6646,38,535,346,808
1621,6646,22,515,326,787
52,6646,21,521,346,819
182,3414,92,1028,127,1078
577,3414,89,1022,130,1078
348,3414,92,1030,127,1069
421,3414,99,1031,126,1061
242,3414,75,1019,148,1084
1711,3414,99,1031,128,1071
889,3414,71,1017,152,1083
335,3414,87,1025,132,1070
407,3414,102,1035,126,1066
252,28469,345,342,567,890
1442,28469,177,376,710,864
1570,28469,317,376,549,826
1662,28469,292,309,567,877
1206,28469,191,294,663,633
1198,28469,297,330,580,602
862,28469,261,303,609,894
75,7243,391,585,727,1062
418,7243,394,579,796,1009
1433,7243,429,661,743,1022
1646,7243,418,628,732,931
742,7243,416,599,862,1015
1427,7243,363,565,839,1004
341,7243,477,664,804,1060
1420,7243,408,633,827,1048
952,7243,592,827,596,831
25,7243,501,613,614,811
1133,7243,475,674,766,1037
571,34910,42,326,130,403
952,34910,65,332,117,396
191,34910,61,336,117,399
345,34910,54,328,121,398
1186,34910,40,324,141,407
20,34910,35,322,143,403
1422,34910,39,324,139,405
707,19834,123,468,545,763
1158,19834,303,532,472,672
309,19834,275,479,487,652
377,19834,156,381,464,765
263,19834,312,532,457,627
1516,19834,75,376,507,750
1212,19834,373,535,501,656
1212,11891,105,745,292,1083
1405,11891,139,768,287,1063
917,11891,148,734,295,1026
1165,29282,101,446,833,1163
314,29282,727,935,731,939
1585,29282,108,455,753,1100
142,12515,267,464,376,557
650,12515,142,427,402,802
1668,12515,78,411,399,811
433,12515,125,432,370,790
1389,12515,103,417,385,808
963,12515,142,427,414,763
909,12515,140,439,425,796
2,21296,181,874,398,1042
58,21296,136,764,493,1025
179,21296,154,830,479,1095
678,21296,156,805,395,1013
729,21296,188,826,540,1126
1476,21296,174,813,349,988
1097,5705,151,1516,479,1903
1525,5705,176,1532,501,1870
313,5705,128,1506,501,1903
550,2665,373,572,1007,1209
105,2665,403,640,961,1215
1622,2665,265,628,987,1195
1193,31252,30,576,163,677
1508,31252,38,573,129,676
1142,31252,38,614,107,664
963,24763,46,883,66,893
134,24763,45,886,65,894
592,24763,43,880,67,897
258,24763,44,882,66,896
87,24763,44,885,68,894
1732,24763,53,885,65,893
530,24763,44,885,66,896
805,24763,56,882,67,892
247,24763,56,883,66,893
106,16118,66,782,145,905
552,16118,51,791,160,895
209,16118,183,819,185,820
1582,16118,56,778,152,901
1629,16118,58,784,167,898
98,16118,42,795,179,901
1681,16118,46,777,220,999
657,16118,63,798,146,896
891,19262,78,706,146,764
944,19262,89,712,123,760
894,19262,74,685,111,746
1610,19262,73,712,126,752
1185,19262,84,701,130,762
800,19262,77,708,125,756
1053,25065,215,648,543,1114
1123,25065,223,577,539,1164
957,25065,77,521,622,1150
1458,28172,304,223,534,489
153,28172,347,256,557,516
379,28172,44,469,581,693
1585,28172,49,405,578,684
917,28172,17,290,568,653
1216,28172,26,356,635,680
266,28172,31,232,638,690
1743,28172,237,295,541,695
157,28172,40,329,651,690
755,15980,93,643,496,1159
857,15980,65,599,518,1114
1452,15980,83,612,496,1191
203,15980,134,622,515,1013
651,15980,71,612,450,1213
909,15980,83,589,513,1207
1562,23024,63,554,307,801
1500,23024,97,561,330,834
1291,23024,84,551,362,821
761,23024,50,539,300,839
488,23024,84,558,293,794
805,23024,51,531,325,794
1219,10006,113,712,502,963
458,10006,125,683,676,987
1411,10006,39,656,649,912
783,10006,124,726,353,956
566,10006,52,663,574,1022
514,10006,91,719,655,941
886,10006,96,745,562,951
1350,22892,35,657,490,955
438,22892,242,704,477,899
1241,22892,185,667,447,919
488,22892,221,667,488,943
1562,22892,222,674,460,911
109,19043,62,633,385,831
1224,19043,110,642,343,823
66,19043,75,632,350,807
997,19043,65,629,349,784
1045,19043,237,682,336,725
1473,19043,72,621,362,803
1534,29585,50,806,832,1592
1105,29585,70,772,795,1568
881,29585,178,788,780,1420
699,18713,229,222,570,569
367,18713,213,169,617,611
297,18713,170,165,681,675
321,17919,160,638,504,984
842,17919,34,630,528,999
170,17919,34,635,546,1000
1701,17919,35,628,462,1036
1475,17919,307,802,359,837
456,17919,147,676,490,967
266,26489,30,573,111,638
1029,26489,41,575,104,643
1356,26489,35,579,109,634
379,26489,49,581,98,632
663,26489,34,574,119,637
1098,26489,28,580,105,637
831,26489,32,575,118,638
698,27312,103,408,169,458
862,27312,100,385,262,504
39,27312,90,389,188,494
1570,27312,101,401,191,492
1198,27312,100,397,168,469
1206,27312,68,390,224,528
818,27312,98,398,250,518
252,27312,102,402,194,520
1522,16891,133,902,471,1141
264,16891,151,908,400,1128
1521,16891,171,960,370,1120
1509,16891,205,968,365,1081
370,16891,177,906,427,1177
369,16891,232,993,325,1072
140,23820,50,1247,365,1402
805,23820,42,1241,154,1368
592,23820,48,1194,355,1407
971,23820,48,1222,362,1402
1225,28560,54,892,486,1242
932,28560,40,874,485,1222
1319,28560,59,910,397,1289
1400,1518,363,404,728,786
379,1518,377,441,631,869
1360,1518,294,388,768,889
831,1518,125,416,844,966
1098,1518,351,449,672,921
382,1518,282,437,757,893
909,16456,261,441,699,738
360,16456,327,504,691,678
1730,16456,332,445,697,785
755,16456,265,499,637,710
651,16456,416,546,713,640
1557,16456,310,503,673,694
1452,16456,323,458,721,725
1508,16456,297,442,666,712
1344,16456,346,504,729,901
36,16456,332,513,626,691
55,21605,284,863,506,1149
660,21605,315,873,412,1149
985,21605,302,868,400,1163
1518,21605,224,854,563,1172
547,21605,169,853,500,1178
1461,21605,145,922,501,1200
1677,21605,331,885,441,1143
1303,21605,318,952,403,1132
1158,21605,292,840,459,1137
556,21605,310,844,460,1122
1163,21605,329,870,421,1153
852,29167,43,685,515,993
577,29167,51,687,267,986
10,29167,78,701,473,973
999,29167,51,675,521,998
1011,29167,108,688,489,994
744,29167,53,680,514,982
952,29167,148,686,341,926
1183,29167,53,688,493,975
760,7439,226,206,797,761
1340,7439,271,318,522,567
1389,7439,202,254,857,829
1391,7439,257,206,634,632
362,7439,833,262,836,265
486,7439,165,284,655,748
1620,7439,131,236,142,267
1617,7439,165,186,801,588
492,7439,150,224,693,814
819,5602,47,543,760,1380
701,5602,56,540,786,1229
137,5602,59,524,746,1348
1137,5602,115,544,416,752
1133,7266,122,394,295,547
75,7266,129,363,353,534
1427,7266,104,383,302,573
742,7266,74,380,326,581
1433,7266,134,392,264,558
185,7266,144,414,277,525
947,7266,101,399,289,545
1014,7266,136,394,291,573
1420,7266,151,358,355,534
1126,7266,128,411,322,560
1008,7266,28,336,395,601
1097,32303,22,136,689,762
872,32303,131,202,628,722
379,32303,141,277,559,626
656,32303,89,206,670,722
1468,32303,110,269,667,692
107,32303,73,247,661,739
161,32303,78,151,762,735
1592,17403,182,241,719,701
370,17403,180,206,769,699
369,17403,193,266,764,654
161,18232,90,495,229,592
1304,18232,77,516,200,566
1397,18232,99,490,218,580
374,18232,106,501,173,559
1389,13017,38,650,641,1185
963,13017,84,678,491,1257
1668,13017,58,667,510,1203
420,5014,78,326,398,569
1428,5014,86,350,405,571
577,5014,203,315,399,562
1435,5014,233,320,403,542
11,5014,229,332,323,567
1489,5014,38,310,392,546
1540,5014,227,341,376,551
475,5014,225,422,378,498
1049,5014,41,298,399,565
1006,5014,220,364,347,563
478,5014,85,339,392,558
1182,13145,163,738,304,851
804,13145,115,692,290,854
1003,13145,127,700,306,853
217,22408,230,302,815,908
65,22408,147,362,742,965
1595,22408,517,377,737,732
110,22408,317,397,804,957
1222,22408,326,407,744,880
463,29854,103,1035,369,1263
1534,29854,121,1054,336,1248
1225,29854,119,1026,323,1245
1709,32101,51,829,233,1060
1548,32101,77,849,233,1087
128,32101,46,831,227,1079
465,32101,48,843,208,1063
947,32101,49,838,210,1074
957,32101,51,829,234,1075
191,32101,53,858,230,1060
79,25583,161,656,618,1005
1482,25583,137,602,616,991
941,25583,189,673,335,843
15,25583,196,688,644,1017
955,25583,165,667,311,826
409,25583,201,697,319,795
1124,25583,203,673,310,857
161,13862,82,1029,135,1097
1466,13862,83,1047,131,1095
1308,13862,78,1031,128,1100
1389,14045,52,1006,83,1035
1508,14045,51,1007,83,1035
909,14045,54,1007,76,1033
1733,14045,51,1004,99,1034
1383,14045,54,1005,98,1034
1241,14045,53,1006,75,1033
1207,14045,52,1006,94,1034
903,14045,51,1005,97,1032
1439,14045,52,1002,100,1033
592,24142,227,725,896,1199
971,24142,218,774,908,1121
140,24142,361,765,842,1125
1047,9427,79,485,260,579
841,9427,86,468,273,579
886,9427,91,493,252,562
931,9427,115,460,256,583
1319,9427,30,412,261,581
1597,9427,79,480,261,587
889,19745,123,357,369,557
891,19745,80,335,373,570
1718,19745,136,351,349,523
279,1467,23,448,78,518
1601,1467,54,465,67,484
119,1467,46,457,71,503
1602,1467,26,446,79,517
935,1467,23,449,77,516
1607,1467,26,453,76,512
1413,1467,34,457,73,518
3,12433,32,575,152,667
504,12433,31,575,114,653
1219,12433,42,577,137,660
993,12433,37,580,151,653
325,12433,36,576,156,666
1314,12433,33,574,149,666
509,33872,56,910,73,932
1271,33872,53,909,80,928
1222,33872,62,908,73,930
821,10326,19,553,368,841
376,10326,66,560,212,721
547,10326,39,472,362,833
659,10326,15,420,377,823
1297,10326,86,508,102,520
917,10326,30,501,290,846
1300,10326,29,525,174,731
261,10326,25,565,197,716
831,10326,34,504,377,839
1460,10326,41,382,142,447
903,678,64,586,193,712
141,678,32,586,210,739
366,678,63,593,213,738
1268,26888,83,267,699,882
119,26888,144,379,586,822
452,26888,146,318,473,791
1216,26931,126,370,295,600
917,26931,127,334,433,584
379,26931,130,391,291,591
157,26931,106,380,286,590
314,26931,152,356,313,496
1585,26931,120,368,303,584
375,26931,108,344,423,586
266,26931,79,325,438,597
831,26931,38,314,429,593
1470,10273,48,580,258,705
387,10273,37,585,253,718
392,10273,91,600,270,732
1324,10273,27,540,370,772
1696,10273,27,565,301,746
3,10273,27,548,294,739
283,10273,49,578,256,704
1599,10273,144,565,257,722
1326,10273,174,575,275,646
786,10273,156,579,282,624
782,10273,35,555,301,747
1600,10273,64,568,275,696
1219,10273,34,573,250,733
886,10273,44,598,255,693
780,10273,36,550,331,742
804,13194,38,643,111,697
334,13194,37,637,106,698
1182,13194,62,651,103,689
571,13194,36,650,102,696
1715,13194,43,641,117,698
478,13194,37,640,114,699
1724,4557,58,922,115,958
692,4557,47,917,112,958
1389,4557,53,922,115,959
197,4557,61,925,83,943
1508,4557,62,920,76,942
903,64,30,436,173,564
366,64,22,417,244,562
1565,64,26,425,235,559
1508,4549,86,1041,280,1188
197,4549,122,1026,264,1175
1389,4549,85,1054,132,1107
692,4549,264,1145,281,1168
1363,2247,42,319,578,730
565,2247,69,322,614,733
1103,2247,19,298,612,740
265,7994,45,637,892,1490
161,7994,56,649,874,1458
1084,7994,98,672,814,1362
1361,7994,56,660,815,1464
866,7994,66,673,745,1303
102,7994,262,751,759,1298
823,2636,66,758,517,1092
1097,2636,45,771,539,1087
105,2636,54,758,485,1082
1371,21793,41,654,710,1359
58,21793,336,667,662,1212
1595,21793,292,641,676,1260
1315,21793,51,693,658,1361
119,21793,132,696,716,1093
1222,21793,192,689,742,1241
1409,21793,83,688,701,1268
724,12796,37,661,739,1399
3,12796,46,668,775,1383
781,12796,408,707,764,1331
1638,12796,78,685,777,1346
972,4032,396,811,774,1401
1506,4032,387,847,740,1379
1508,4032,534,1371,539,1374
1389,4032,399,804,817,1408
1562,4032,373,823,757,1423
1342,4032,297,840,778,1455
1022,17366,107,954,197,1062
1507,17366,108,971,172,1040
489,17366,131,986,172,1026
531,17366,78,962,200,1052
648,17366,64,910,210,1075
1444,17366,66,935,211,1074
909,17366,85,964,216,1076
1585,29956,54,689,258,840
1257,29956,54,694,269,851
105,29956,50,677,267,837
1748,29956,58,687,241,829
831,29956,61,689,267,825
915,29956,35,674,283,853
719,29956,174,774,175,775
660,21655,162,896,406,1279
1093,21655,155,911,200,1229
1158,21655,82,888,505,1277
1112,486,74,697,413,983
1472,486,186,731,274,808
886,486,45,705,370,965
1535,486,161,754,331,901
60,486,44,705,420,955
1311,486,71,704,349,967
1171,486,61,714,385,970
1500,23835,86,913,198,1015
971,23835,79,923,208,1007
592,23835,79,916,212,1011
663,34614,47,456,352,611
918,34614,70,461,331,626
1351,34614,60,459,344,622
387,8585,158,608,699,1103
178,8585,150,634,758,1070
1479,8585,111,629,763,1183
421,22537,280,635,903,1233
853,22537,230,751,801,1164
1182,22537,304,739,783,1136
1698,8569,273,455,744,822
1319,8569,19,426,737,935
1479,8569,49,472,764,943
178,8569,48,410,776,914
387,8569,66,457,774,927
327,34151,150,1043,289,1280
318,34151,142,1075,294,1185
509,34151,83,1063,281,1373
1222,34151,97,1044,264,1346
1316,34151,146,1088,294,1199
937,34151,150,1074,246,1109
119,34151,113,1056,264,1300
391,34151,50,1064,266,1314
1529,34151,69,1044,291,1311
656,33252,41,1055,383,1282
1361,33252,69,1061,342,1237
1513,33252,39,1056,399,1293
856,19947,223,956,844,1305
1504,19947,683,1144,828,1245
1202,19947,318,1043,860,1293
1148,19947,350,1030,849,1288
433,19947,172,992,807,1309
763,19947,103,943,899,1362
1618,19947,197,1140,811,1309
296,19947,380,970,855,1305
1290,19947,385,921,900,1406
752,23372,30,532,60,552
182,23372,37,532,57,551
636,23372,35,531,61,551
952,23372,42,533,56,546
957,23372,36,531,59,554
1378,23372,46,538,52,543
1123,25080,43,452,809,1102
952,25080,408,564,827,989
687,25080,186,495,748,984
1053,25080,177,568,821,1056
957,25080,62,504,893,1105
1222,22454,168,840,387,997
110,22454,70,856,401,1055
1595,22454,308,842,360,951
1602,998,133,459,745,949
1527,998,107,507,732,957
886,998,177,536,712,957
1565,11214,47,171,928,786
805,11214,45,169,922,766
1508,11214,13,157,438,792
909,11214,116,161,842,731
201,11214,5,186,967,793
1067,11214,9,156,908,791
1197,11214,228,298,692,722
810,11214,19,178,883,799
306,11214,98,148,876,769
1357,24450,24,446,55,470
1090,24450,33,446,58,471
103,24450,30,454,46,462
1630,24450,26,446,63,470
375,24450,25,445,62,470
920,24450,39,448,48,454
215,24450,28,444,69,470
706,24450,41,448,57,458
261,9292,22,491,127,571
1300,9292,21,480,219,590
1455,9292,25,483,197,577
443,9292,24,481,168,575
1588,9292,22,453,127,542
1210,9292,22,448,215,570
1511,9292,29,488,217,579
598,9292,20,461,209,586
548,16044,191,697,543,1013
978,16044,38,681,807,1139
552,16044,83,701,541,1056
657,16044,208,718,484,960
1681,16044,53,691,716,1128
106,16044,78,714,481,1006
1584,16044,38,694,475,1090
1509,16044,34,683,522,1121
1629,16044,197,687,575,911
1621,6171,145,553,842,868
1092,6171,87,371,931,965
1459,6171,689,668,790,827
52,6171,140,435,886,988
1164,6171,123,451,843,848
540,6171,120,443,905,941
916,6171,124,477,922,941
508,19082,47,1072,280,1312
1223,19082,66,979,572,1409
1473,19082,43,966,573,1407
781,19082,76,985,496,1392
997,19082,41,968,411,1282
1454,26659,85,620,389,849
1729,26659,154,603,354,844
138,26659,124,671,320,743
1341,26659,216,648,421,829
858,26659,37,563,459,872
149,26659,105,581,394,856
643,26659,49,581,412,875
763,19179,31,492,211,589
355,19179,42,489,211,589
1503,19179,56,506,210,583
42,4584,196,811,742,1225
1389,4584,212,756,633,1274
1508,4584,128,737,484,1044
294,4584,250,867,573,1232
374,18269,149,561,354,647
1304,18269,139,551,287,673
161,18269,128,530,371,673
806,28831,31,528,79,563
973,28831,34,528,54,540
531,28831,30,527,80,569
1141,28831,26,528,79,566
1138,28831,29,529,80,569
252,28831,29,531,81,562
907,28831,27,542,56,561
518,1817,121,523,714,1008
748,1817,371,533,683,880
190,1817,155,468,763,997
1274,1817,216,499,753,984
1650,1817,467,589,569,658
338,1817,127,636,823,1002
952,1817,425,552,598,926
744,1817,174,403,821,1034
128,32954,33,653,382,886
191,32954,98,708,318,871
957,32954,93,652,357,876
874,32631,43,812,66,836
1513,32631,41,810,66,841
100,32631,40,809,67,841
1562,23031,227,287,308,405
1508,23031,212,281,304,413
488,23031,215,288,311,414
1350,23031,16,279,398,440
1241,23031,236,290,352,362
177,12215,90,987,143,1021
1469,12215,95,983,148,1023
218,12215,80,984,147,1035
993,12215,95,1004,128,1025
66,12215,86,986,146,1026
621,12215,86,985,147,1028
46,32888,85,509,594,961
874,32888,65,532,610,922
1513,32888,28,432,679,976
1304,34339,107,552,426,896
1155,34339,106,572,370,843
1097,34339,26,568,343,886
1182,23115,190,442,415,676
15,23115,151,389,538,677
27,23115,147,412,474,651
1549,23115,158,432,467,683
525,23115,174,419,394,647
636,23115,108,393,524,691
576,23115,181,441,520,652
752,23115,131,374,540,708
1447,26263,135,235,411,465
1283,26263,102,252,486,769
1454,26263,116,252,484,762
858,26263,71,214,494,799
647,26263,97,224,494,793
31,26263,40,220,480,754
952,23511,309,1218,689,1708
15,23511,186,1164,662,1660
1608,23511,98,1135,882,1704
68,23511,272,1160,841,1559
1483,23511,365,1195,664,1655
1378,23511,203,1143,698,1685
957,23511,145,1140,704,1723
184,23511,170,1145,726,1721
576,23511,287,1201,763,1690
80,23511,413,1287,734,1510
759,31700,125,217,739,724
648,31700,87,187,663,619
858,31700,52,135,833,779
258,31700,133,224,554,687
1505,31700,167,263,628,656
32,31700,97,186,516,619
203,31700,141,180,785,630
947,7010,35,439,296,812
752,7010,35,447,296,806
1133,7010,21,447,295,784
1281,7010,15,438,298,809
1435,7010,30,456,294,764
754,7010,80,453,291,586
191,34957,59,990,118,1055
1186,34957,64,983,120,1068
1332,34957,66,978,119,1023
1546,34957,58,982,121,1062
525,34957,84,996,106,1048
338,34957,64,1011,96,1023
1377,34957,80,994,114,1055
255,31443,18,328,279,492
1573,31443,82,335,287,482
32,31443,18,350,292,487
697,31443,20,346,292,501
1675,31443,19,340,291,504
134,31443,28,335,277,500
1508,31443,25,343,282,494
1196,31443,21,333,285,483
761,31443,165,355,282,478
831,28915,106,821,346,1019
314,28915,140,825,304,1059
1585,28915,129,844,282,1026
1115,27587,20,411,579,817
932,27587,18,402,588,827
1365,27587,206,493,397,782
1534,27587,96,395,585,826
841,27587,149,402,581,824
1367,27587,69,407,584,823
1105,27587,130,395,587,817
881,27587,128,399,568,808
924,27587,174,473,419,781
560,27587,188,533,486,792
1225,27587,86,402,536,803
526,4145,27,332,500,691
969,4145,32,467,636,499
972,4145,140,348,632,640
1024,4145,32,341,657,714
1389,4145,119,334,622,788
439,4145,175,374,669,769
1562,4163,92,706,234,852
972,4163,96,715,225,832
1508,4163,96,778,195,823
1506,4163,82,705,234,841
1389,4163,88,794,213,848
1024,4163,100,786,216,833
526,4163,76,708,217,853
141,32,21,279,388,624
366,32,9,321,387,638
903,32,17,319,380,631
605,3281,51,278,298,494
1245,3281,39,265,308,471
1089,3281,85,306,275,460
66,19471,81,331,784,852
1604,19471,83,298,806,808
508,19471,105,255,759,856
997,19471,186,336,781,790
781,19471,103,364,775,855
1107,15352,265,858,775,1348
1418,15352,36,735,940,1533
387,15352,77,765,884,1459
785,15352,164,787,919,1386
1370,15352,73,733,852,1508
1351,34667,117,773,908,1196
161,34667,201,756,894,1165
918,34667,214,763,790,1116
1585,34667,218,793,851,1121
663,34667,166,759,940,1281
1509,572,102,1165,907,1831
1750,572,54,1118,827,1684
604,572,136,1224,637,1719
1686,572,82,1098,433,1770
984,572,72,1080,811,1807
1737,572,53,1068,877,1831
1400,572,107,1097,695,1732
1585,572,98,1135,754,1769
555,572,90,1156,783,1827
119,24053,80,865,646,1146
794,24053,84,847,603,1161
832,24053,78,849,633,1161
375,23259,290,814,665,1128
1357,23259,193,805,716,1117
710,23259,264,744,687,1185
982,23259,105,861,688,1106
1159,23259,203,785,766,1162
632,5471,37,1007,625,1432
681,5471,295,1075,567,1399
947,5471,264,1054,498,1324
1432,5471,231,1101,457,1322
523,5471,241,1045,508,1356
11,5471,294,1073,420,1302
952,5471,314,1160,351,1232
577,5471,272,1074,490,1328
1338,5471,339,1050,470,1392
1540,5471,257,1070,431,1298
589,29018,96,274,583,582
1348,29018,106,283,521,661
1138,29018,94,272,506,568
1728,18784,172,493,636,971
699,18784,108,505,614,929
367,18784,127,496,624,943
1243,260,99,779,462,999
1692,260,107,740,428,1006
831,260,83,778,494,996
1183,29174,68,969,222,1079
577,29174,67,976,211,1077
852,29174,64,982,222,1076
10,29174,69,978,201,1088
999,29174,60,976,221,1093
744,29164,105,322,713,906
748,29164,133,314,421,822
239,29164,125,314,829,1094
1183,29164,47,325,885,1089
852,29164,65,343,794,1154
943,29164,68,316,754,1153
411,29164,117,336,375,485
577,29164,108,317,772,1130
1311,26374,173,586,642,824
1323,26374,84,509,627,854
1605,26374,176,529,605,787
795,26374,159,557,232,816
1268,26374,160,605,603,862
1643,26374,167,509,653,720
452,26374,205,681,282,834
1707,26374,209,519,585,816
1703,26374,183,536,577,853
181,26374,166,536,649,826
1225,26374,170,582,596,790
878,26374,179,536,604,794
115,26374,174,538,597,816
567,26374,140,574,488,782
1114,26374,197,529,617,806
119,26374,152,603,561,767
1007,32004,146,952,553,1324
335,32004,140,813,551,1450
1654,32004,188,955,464,1371
1281,32004,127,717,581,1446
689,32004,125,795,567,1443
191,32004,141,904,425,1333
525,32004,238,980,490,1428
957,32004,138,883,496,1364
247,23092,90,848,128,895
1508,23092,67,835,135,901
592,23092,61,831,138,901
805,23092,80,845,139,893
761,23092,71,841,135,901
140,23092,75,840,145,901
1500,23092,65,842,133,901
971,23092,66,834,137,896
411,29182,118,1012,356,1176
852,29182,82,979,397,1198
10,29182,139,995,391,1190
1183,29182,124,985,369,1187
952,29182,134,1005,347,1202
1684,32415,40,238,399,511
656,32415,63,228,427,539
874,32415,55,235,400,534
496,13832,147,362,317,653
654,13832,180,380,293,590
1739,13832,148,351,330,659
552,13832,83,361,346,656
449,13832,163,466,167,486
1466,13832,157,409,327,618
315,13832,188,378,298,636
161,13832,144,373,334,642
1299,13832,159,361,326,459
1308,13832,35,352,394,652
906,22391,47,527,328,663
89,22391,145,524,300,661
653,22391,63,535,307,662
809,22391,40,484,324,670
1200,22391,179,575,243,631
91,22391,62,527,337,647
422,22391,20,517,348,667
1671,27396,68,795,847,1575
1198,27396,100,807,831,1542
1206,27396,32,799,810,1510
1702,20930,143,681,331,871
1272,20930,126,645,334,950
886,20930,38,659,333,953
168,20930,91,645,356,940
1476,20930,174,761,294,841
1321,20930,152,654,355,894
1573,27005,88,1000,416,1152
305,27005,154,1018,422,1148
1286,27005,71,1032,390,1151
1386,27005,56,955,415,1233
45,27005,74,1012,341,1177
651,27005,74,1082,222,1151
1284,27005,93,1007,417,1191
140,27005,58,991,252,1202
1498,27005,72,1015,425,1155
146,27005,70,1059,317,1213
1448,27005,74,1015,419,1228
943,29141,91,877,215,1003
577,29141,87,884,215,987
239,29141,66,856,215,976
411,29141,80,881,146,991
852,29141,49,886,214,995
744,29141,76,881,213,991
1183,29141,81,866,203,1011
1225,27571,101,824,442,998
1115,27571,95,817,460,1033
1367,27571,82,794,468,1024
917,10727,78,522,423,757
660,10727,64,520,404,726
831,10727,24,491,442,744
884,33081,82,416,419,694
58,33081,168,426,348,660
934,33081,109,430,411,692
1270,33081,243,478,361,661
937,33081,172,453,360,658
1508,34508,35,941,309,1103
94,34508,57,926,263,1091
292,34508,30,915,268,1099
200,34508,33,926,272,1100
814,34508,96,930,265,1096
138,34508,97,1015,234,1101
765,34508,102,898,358,1103
148,34508,63,957,285,1094
1674,34508,88,951,262,1083
161,14215,55,939,216,1041
1086,14215,88,968,127,1014
383,14215,82,961,214,1025
552,14215,58,943,206,1034
1684,14215,64,948,198,1036
1681,14215,98,1013,99,1014
1514,14215,85,988,189,1023
1159,14215,55,942,215,1039
664,14215,53,937,215,1040
423,4752,82,778,136,799
819,4752,91,773,134,804
1021,4752,88,775,129,808
969,4752,107,783,124,798
1389,4752,83,770,142,814
696,4752,93,781,130,809
1508,4752,83,762,127,804
1591,14685,37,828,67,853
1684,14685,37,830,70,859
664,14685,33,831,68,857
1589,14685,36,829,70,857
867,14685,35,832,75,858
552,14685,46,830,70,848
1681,14685,34,828,78,858
383,14685,56,835,67,844
1159,14685,58,830,68,843
1086,14685,60,830,65,841
699,18796,33,489,246,677
297,18796,35,467,287,677
1728,18796,47,474,281,664
952,33551,61,970,162,1092
1232,33551,62,972,168,1087
957,33551,63,966,167,1089
525,33551,53,974,152,1060
21,33551,60,978,165,1086
128,33551,46,961,171,1095
552,15092,120,300,352,513
1587,15092,142,302,355,503
1681,15092,135,298,357,500
1684,15092,137,301,356,525
1581,15092,166,307,364,525
3,12975,144,962,556,1128
391,12975,144,949,553,1158
1107,12975,170,928,501,1167
191,35223,369,599,495,858
1377,35223,392,626,503,815
895,35223,308,527,697,917
1420,35223,332,581,534,887
1186,35223,289,508,673,972
1546,35223,322,591,636,854
1712,35223,387,599,431,685
1332,35223,300,557,505,771
995,34114,52,1058,196,1157
1222,34114,118,1060,177,1155
327,34114,55,1058,200,1166
1316,34114,124,1063,180,1158
929,34114,67,1064,198,1139
937,34114,106,1062,185,1151
318,34114,120,1065,196,1138
391,34114,57,1055,196,1153
925,34114,54,1054,197,1154
1517,19633,95,819,254,955
1210,19633,77,800,347,1021
711,19633,106,832,198,914
1516,19633,74,786,278,1010
379,19633,37,793,344,1011
1303,22604,343,925,686,1270
55,22604,349,952,674,1251
1163,22604,345,971,674,1242
598,9655,107,898,363,1237
1588,9655,107,939,354,1218
1210,9655,77,900,338,1265
1225,27559,67,782,401,996
1115,27559,59,786,405,985
932,27559,70,804,414,999
1558,19558,75,758,985,1357
295,19558,97,855,983,1254
1722,19558,133,816,974,1203
805,21997,133,863,399,1098
1508,21997,111,862,356,1155
93,21997,83,867,331,1154
1602,1490,31,445,68,483
279,1490,29,442,67,479
119,1490,30,447,68,476
1319,9199,86,815,318,1054
1047,9199,96,809,279,1056
1266,9199,75,815,291,1060
993,9199,67,824,292,994
387,9199,80,809,309,1045
386,9199,132,836,231,933
768,17415,194,694,602,1145
1684,17415,239,703,614,1135
1592,17415,247,737,590,1167
676,13260,160,875,407,1045
1046,13260,67,748,501,1069
1037,13260,187,746,500,1065
1170,13260,128,755,462,1087
1322,13260,193,745,426,1062
592,20476,46,485,790,1199
1145,20476,33,482,784,1210
1557,20476,65,485,756,1093
128,33651,21,407,995,993
952,33651,617,431,764,839
951,33651,69,459,973,973
410,33651,89,441,843,959
415,33651,369,500,877,809
957,33651,99,447,851,976
1132,33651,179,455,959,933
1191,33651,332,624,673,883
1380,33651,30,426,993,996
692,4570,30,605,94,644
